ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Regular price,Categories,Tags,Images,Brands,Slug,SEO Title,Meta Description,Meta: rank_math_title,Meta: rank_math_description,Meta: rank_math_focus_keyword,Meta: _yoast_wpseo_title,Meta: _yoast_wpseo_metadesc,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Original Name,Original Description
,simple,GSW-1820HP,PLANET GSW-1820HP SFP Gigabit PoE Network Switch,1,0,visible,"PLANET GSW-1820HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model GSW-1820HP from PLANET, supplied for professional installations and business use.","<p><strong>PLANET GSW-1820HP SFP Gigabit PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET GSW-1820HP SFP Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: GSW-1820HP for accurate ordering and after-sales support.</li><li>Key product details include PoE, SFP, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, SFP uplink support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,189,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, GSW-1820HP, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/GSW-1820HP-1-1200x1200.png,PLANET,planet-gsw-1820hp-sfp-gigabit-poe-network-switch,PLANET GSW-1820HP SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-1820HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-1820HP with reliable performance, fast.",PLANET GSW-1820HP SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-1820HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-1820HP with reliable performance, fast.",PLANET GSW-1820HP PoE Network Switch,PLANET GSW-1820HP SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-1820HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-1820HP with reliable performance, fast.",Brand,PLANET,1,0,Model,GSW-1820HP,1,0,Product Type,PoE Network Switch,1,0,PLANET GSW-1820HP 16-Port 10/100/1000T 802.3at PoE + 2-Port 1000X SFP Gigabit Ethernet Switch,"PLANET GSW-1820HP 16-Port 10/100/1000T 802.3at PoE + 2-Port 1000X SFP Gigabit Ethernet Switch is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: GSW-1820HP."
,simple,GSW-2401,PLANET GSW-2401 Gigabit Gigabit Managed Network Switch,1,0,visible,"PLANET GSW-2401 Gigabit Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. Model GSW-2401 from PLANET, supplied for professional installations and business use.","<p><strong>PLANET GSW-2401 Gigabit Gigabit Managed Network Switch</strong> is a managed network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET GSW-2401 Gigabit Gigabit Managed Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: GSW-2401 for accurate ordering and after-sales support.</li><li>Key product details include Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports Gigabit connectivity depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,79,Network Hardware > Switches & LAN Distribution > Unmanaged Switches,"Managed Network Switch, PLANET, GSW-2401, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, Unmanaged Switches, managed switch, network switch, business switch, Gigabit",https://magictech.jo/image/cache/catalog/products/PLANET/GSW-2401-1200x1200.png,PLANET,planet-gsw-2401-gigabit-gigabit-managed-network-switch,PLANET GSW-2401 Gigabit Gigabit Managed Network Switch,"Buy PLANET GSW-2401 Gigabit Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2401 with reliable performance.",PLANET GSW-2401 Gigabit Gigabit Managed Network Switch,"Buy PLANET GSW-2401 Gigabit Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2401 with reliable performance.",PLANET GSW-2401 Managed Network Switch,PLANET GSW-2401 Gigabit Gigabit Managed Network Switch,"Buy PLANET GSW-2401 Gigabit Gigabit Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2401 with reliable performance.",Brand,PLANET,1,0,Model,GSW-2401,1,0,Product Type,Managed Network Switch,1,0,PLANET GSW-2401 24-Port 10/100/1000BASE-T Gigabit Ethernet Switch,"PLANET GSW-2401 24-Port 10/100/1000BASE-T Gigabit Ethernet Switch is a unmanaged switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: GSW-2401."
,simple,GSW-2620HP,PLANET GSW-2620HP SFP Gigabit PoE Network Switch,1,0,visible,"PLANET GSW-2620HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model GSW-2620HP from PLANET, supplied for professional installations and business use.","<p><strong>PLANET GSW-2620HP SFP Gigabit PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET GSW-2620HP SFP Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: GSW-2620HP for accurate ordering and after-sales support.</li><li>Key product details include PoE, SFP, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, SFP uplink support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,240,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, GSW-2620HP, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/GSW-2620HP-1200x1200.png,PLANET,planet-gsw-2620hp-sfp-gigabit-poe-network-switch,PLANET GSW-2620HP SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-2620HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2620HP with reliable performance, fast.",PLANET GSW-2620HP SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-2620HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2620HP with reliable performance, fast.",PLANET GSW-2620HP PoE Network Switch,PLANET GSW-2620HP SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-2620HP SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2620HP with reliable performance, fast.",Brand,PLANET,1,0,Model,GSW-2620HP,1,0,Product Type,PoE Network Switch,1,0,PLANET GSW-2620HP 24-Port 10/100/1000T 802.3at PoE + 2-Port 1000X SFP Gigabit Ethernet Switch,"PLANET GSW-2620HP 24-Port 10/100/1000T 802.3at PoE + 2-Port 1000X SFP Gigabit Ethernet Switch is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: GSW-2620HP."
,simple,GSW-2824P,PLANET GSW-2824P SFP Gigabit PoE Network Switch,1,0,visible,"PLANET GSW-2824P SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model GSW-2824P from PLANET, supplied for professional installations and business use.","<p><strong>PLANET GSW-2824P SFP Gigabit PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET GSW-2824P SFP Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: GSW-2824P for accurate ordering and after-sales support.</li><li>Key product details include PoE, SFP, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, SFP uplink support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,245,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, GSW-2824P, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/GSW-2824P-1200x1200.png,PLANET,planet-gsw-2824p-sfp-gigabit-poe-network-switch,PLANET GSW-2824P SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-2824P SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2824P with reliable performance, fast.",PLANET GSW-2824P SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-2824P SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2824P with reliable performance, fast.",PLANET GSW-2824P PoE Network Switch,PLANET GSW-2824P SFP Gigabit PoE Network Switch | Jordan Techno Mall,"Buy PLANET GSW-2824P SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GSW-2824P with reliable performance, fast.",Brand,PLANET,1,0,Model,GSW-2824P,1,0,Product Type,PoE Network Switch,1,0,PLANET GSW-2824P 24-Port 10/100/1000T 802.3at PoE + 2-Port 10/100/1000T + 2-Port Gigabit TP/SFP Combo Ethernet Switch,"PLANET GSW-2824P 24-Port 10/100/1000T 802.3at PoE + 2-Port 10/100/1000T + 2-Port Gigabit TP/SFP Combo Ethernet Switch is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: GSW-2824P."
,simple,IFGS-1022HPT,PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch,1,0,visible,"PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. Model IFGS-1022HPT from PLANET, supplied for professional installations and business use.","<p><strong>PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: IFGS-1022HPT for accurate ordering and after-sales support.</li><li>Key product details include PoE, SFP, Gigabit.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, Gigabit connectivity, SFP uplink support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,250,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, IFGS-1022HPT, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/IFGS-1022HPT-1200x1200.png,PLANET,planet-ifgs-1022hpt-sfp-gigabit-poe-network-switch,PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch,"Buy PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET IFGS-1022HPT with reliable performance.",PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch,"Buy PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET IFGS-1022HPT with reliable performance.",PLANET IFGS-1022HPT PoE Network Switch,PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch,"Buy PLANET IFGS-1022HPT SFP Gigabit PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET IFGS-1022HPT with reliable performance.",Brand,PLANET,1,0,Model,IFGS-1022HPT,1,0,Product Type,PoE Network Switch,1,0,PLANET IFGS-1022HPT Industrial 8-Port 10/100TX 802.3at PoE + 2-Port Gigabit TP/SFP Combo Ethernet Switch,"PLANET IFGS-1022HPT Industrial 8-Port 10/100TX 802.3at PoE + 2-Port Gigabit TP/SFP Combo Ethernet Switch is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: IFGS-1022HPT."
,simple,IGS-1020PTF,PLANET IGS-1020PTF SFP PoE PoE Network Switch,1,0,visible,"PLANET IGS-1020PTF SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. Model IGS-1020PTF from PLANET, supplied for professional installations and business use.","<p><strong>PLANET IGS-1020PTF SFP PoE PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET IGS-1020PTF SFP PoE PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: IGS-1020PTF for accurate ordering and after-sales support.</li><li>Key product details include PoE, SFP.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, SFP uplink support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,265,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, IGS-1020PTF, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/IGS-1020PTF-1200x1200.png,PLANET,planet-igs-1020ptf-sfp-poe-poe-network-switch,PLANET IGS-1020PTF SFP PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET IGS-1020PTF SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET IGS-1020PTF with reliable performance, fast.",PLANET IGS-1020PTF SFP PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET IGS-1020PTF SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET IGS-1020PTF with reliable performance, fast.",PLANET IGS-1020PTF PoE Network Switch,PLANET IGS-1020PTF SFP PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET IGS-1020PTF SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET IGS-1020PTF with reliable performance, fast.",Brand,PLANET,1,0,Model,IGS-1020PTF,1,0,Product Type,PoE Network Switch,1,0,PLANET IGS-1020PTF Industrial 8-Port 10/100/1000T 802.3at PoE + 2-Port 100/1000X SFP Ethernet Switch,"PLANET IGS-1020PTF Industrial 8-Port 10/100/1000T 802.3at PoE + 2-Port 100/1000X SFP Ethernet Switch is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: IGS-1020PTF."
,simple,GS-4210-16P4C,PLANET GS-4210-16P4C SFP PoE PoE Network Switch,1,0,visible,"PLANET GS-4210-16P4C SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. Model GS-4210-16P4C from PLANET, supplied for professional installations and business use.","<p><strong>PLANET GS-4210-16P4C SFP PoE PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET GS-4210-16P4C SFP PoE PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: GS-4210-16P4C for accurate ordering and after-sales support.</li><li>Key product details include PoE, SFP.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support, managed network control, SFP uplink support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,380,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, GS-4210-16P4C, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/GS-4210-16P4C-1200x1200.png,PLANET,planet-gs-4210-16p4c-sfp-poe-poe-network-switch,PLANET GS-4210-16P4C SFP PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET GS-4210-16P4C SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GS-4210-16P4C with reliable performance.",PLANET GS-4210-16P4C SFP PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET GS-4210-16P4C SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GS-4210-16P4C with reliable performance.",PLANET GS-4210-16P4C PoE Network Switch,PLANET GS-4210-16P4C SFP PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET GS-4210-16P4C SFP PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET GS-4210-16P4C with reliable performance.",Brand,PLANET,1,0,Model,GS-4210-16P4C,1,0,Product Type,PoE Network Switch,1,0,PLANET IGS-5225-4P2S Industrial L2+ 4-Port 10/100/1000T 802.3at PoE + 2-Port 1G/2.5G SFP Managed Ethernet Switch,"PLANET IGS-5225-4P2S Industrial L2+ 4-Port 10/100/1000T 802.3at PoE + 2-Port 1G/2.5G SFP Managed Ethernet Switch is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: GS-4210-16P4C."
,simple,ISW-514PTF,PLANET ISW-514PTF PoE PoE Network Switch,1,0,visible,"PLANET ISW-514PTF PoE PoE Network Switch for networking, rack, and IT infrastructure projects. Model ISW-514PTF from PLANET, supplied for professional installations and business use.","<p><strong>PLANET ISW-514PTF PoE PoE Network Switch</strong> is a poe network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET ISW-514PTF PoE PoE Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: ISW-514PTF for accurate ordering and after-sales support.</li><li>Key product details include PoE.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports PoE support depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,175,Network Hardware > Switches & LAN Distribution > PoE Switches,"PoE Network Switch, PLANET, ISW-514PTF, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, PoE Switches, PoE switch, network switch, surveillance switch, PoE",https://magictech.jo/image/cache/catalog/products/PLANET/ISW-514PTF-1-1200x1200.png,PLANET,planet-isw-514ptf-poe-poe-network-switch,PLANET ISW-514PTF PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET ISW-514PTF PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET ISW-514PTF with reliable performance, fast Jordan.",PLANET ISW-514PTF PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET ISW-514PTF PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET ISW-514PTF with reliable performance, fast Jordan.",PLANET ISW-514PTF PoE Network Switch,PLANET ISW-514PTF PoE PoE Network Switch | Jordan Techno Mall,"Buy PLANET ISW-514PTF PoE PoE Network Switch for networking, rack, and IT infrastructure projects. PLANET ISW-514PTF with reliable performance, fast Jordan.",Brand,PLANET,1,0,Model,ISW-514PTF,1,0,Product Type,PoE Network Switch,1,0,"PLANET ISW-514PTF IP30 Industrial Ethernet Switch 4-Port 10/100Mbps with PoE + 1-Port 100Base-FX (MM, SC, 2km) (-40 ~ 75C)","PLANET ISW-514PTF IP30 Industrial Ethernet Switch 4-Port 10/100Mbps with PoE + 1-Port 100Base-FX (MM, SC, 2km) (-40 ~ 75C) is a poe switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: ISW-514PTF."
,simple,MGB-LX,PLANET MGB-LX Managed Network Switch,1,0,visible,"PLANET MGB-LX Managed Network Switch for networking, rack, and IT infrastructure projects. Model MGB-LX from PLANET, supplied for professional installations and business use.","<p><strong>PLANET MGB-LX Managed Network Switch</strong> is a managed network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET MGB-LX Managed Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: MGB-LX for accurate ordering and after-sales support.</li><li>Key product details include business-grade specifications.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports reliable daily performance depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,22,Network Hardware > Switches & LAN Distribution > Unmanaged Switches,"Managed Network Switch, PLANET, MGB-LX, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, Unmanaged Switches, managed switch, network switch, business switch",https://magictech.jo/image/cache/catalog/products/PLANET/MGB-LX-1200x1200.png,PLANET,planet-mgb-lx-managed-network-switch,PLANET MGB-LX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-LX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-LX with reliable performance, fast Jordan.",PLANET MGB-LX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-LX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-LX with reliable performance, fast Jordan.",PLANET MGB-LX Managed Network Switch,PLANET MGB-LX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-LX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-LX with reliable performance, fast Jordan.",Brand,PLANET,1,0,Model,MGB-LX,1,0,Product Type,Managed Network Switch,1,0,PLANET MGB-LX Mini GBIC LX Module – 20KM,"PLANET MGB-LX Mini GBIC LX Module – 20KM is a unmanaged switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: MGB-LX."
,simple,MGB-SX,PLANET MGB-SX Managed Network Switch,1,0,visible,"PLANET MGB-SX Managed Network Switch for networking, rack, and IT infrastructure projects. Model MGB-SX from PLANET, supplied for professional installations and business use.","<p><strong>PLANET MGB-SX Managed Network Switch</strong> is a managed network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET MGB-SX Managed Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: MGB-SX for accurate ordering and after-sales support.</li><li>Key product details include business-grade specifications.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports reliable daily performance depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,22,Network Hardware > Switches & LAN Distribution > Unmanaged Switches,"Managed Network Switch, PLANET, MGB-SX, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, Unmanaged Switches, managed switch, network switch, business switch",https://magictech.jo/image/cache/catalog/products/PLANET/MGB-SX-1200x1200.png,PLANET,planet-mgb-sx-managed-network-switch,PLANET MGB-SX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-SX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-SX with reliable performance, fast Jordan.",PLANET MGB-SX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-SX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-SX with reliable performance, fast Jordan.",PLANET MGB-SX Managed Network Switch,PLANET MGB-SX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-SX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-SX with reliable performance, fast Jordan.",Brand,PLANET,1,0,Model,MGB-SX,1,0,Product Type,Managed Network Switch,1,0,PLANET MGB-SX Mini GBIC SX Module – 550M,"PLANET MGB-SX Mini GBIC SX Module – 550M is a unmanaged switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: MGB-SX."
,simple,MGB-TLX,PLANET MGB-TLX Managed Network Switch,1,0,visible,"PLANET MGB-TLX Managed Network Switch for networking, rack, and IT infrastructure projects. Model MGB-TLX from PLANET, supplied for professional installations and business use.","<p><strong>PLANET MGB-TLX Managed Network Switch</strong> is a managed network switch from PLANET built for networking, rack, and IT infrastructure projects.</p><ul><li>PLANET MGB-TLX Managed Network Switch designed for networking, rack, and IT infrastructure projects.</li><li>Original product model/SKU: MGB-TLX for accurate ordering and after-sales support.</li><li>Key product details include business-grade specifications.</li><li>Useful for installers, resellers, companies, shops, offices, and project-based deployments.</li><li>Supports reliable daily performance depending on the product configuration.</li><li>SEO-friendly listing prepared with clear category, brand, model, and product-type information.</li><li>Available from Jordan Techno Mall with local B2B support, product sourcing, and delivery in Jordan.</li></ul>",taxable,0,26,Network Hardware > Switches & LAN Distribution > Unmanaged Switches,"Managed Network Switch, PLANET, MGB-TLX, Jordan Techno Mall, Jordan, Network Hardware, Switches & LAN Distribution, Unmanaged Switches, managed switch, network switch, business switch",https://magictech.jo/image/cache/catalog/products/PLANET/MGB-TLX-1200x1200.png,PLANET,planet-mgb-tlx-managed-network-switch,PLANET MGB-TLX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-TLX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-TLX with reliable performance, fast Jordan.",PLANET MGB-TLX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-TLX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-TLX with reliable performance, fast Jordan.",PLANET MGB-TLX Managed Network Switch,PLANET MGB-TLX Managed Network Switch | Jordan Techno Mall,"Buy PLANET MGB-TLX Managed Network Switch for networking, rack, and IT infrastructure projects. PLANET MGB-TLX with reliable performance, fast Jordan.",Brand,PLANET,1,0,Model,MGB-TLX,1,0,Product Type,Managed Network Switch,1,0,PLANET MGB-TLX Mini GBIC LX Module – 20KM,"PLANET MGB-TLX Mini GBIC LX Module – 20KM is a unmanaged switches from PLANET suitable for business IT networks, offices, shops, schools, and structured cabling projects in Jordan. Model: MGB-TLX."
